SpID	SpForm	SpLemma	SpGramCat	SpPersNum	SpNeg	RusID	RusForm	RusLemma	RusGramCat	RusPersNum	RusNeg	Notes	
S39:17	mató	matar	IndicPret	3sg		R23:25	погубила	погубить	PerfPast	SgF			
S39:18	llegó	llegar	IndicPret	3sg		R23:26	в трудную минуту	NA	PP	NA			
S39:19	traicionaron	traicionar	IndicPret	3pl		R23:27	предали	предать	PerfPast	Pl			
S39:20	te fíes	fiarse	ImtvNeg	2sg	nunca	R23:28	верь	верить	ImpImtv	2sg	не		
S39:21	admiras	admirar	IndicPres	2sg		R23:29	преклоняешься	преклоняться	ImpPres	2sg			
S39:22	son	ser	IndicPres	3pl		R23:30	NA	NA	NA	NA			
S39:23	pegarán	pegar	IndicFut	3pl		R23:31	всадят	всадить	PerfFut	3pl			
S39:24	pronunciaba	pronunciar	IndicIpfct	3sg		R23:32	произнесла	произнести	PerfPast	SgF			
S39:25	parecía	parecer	IndicIpfct	3sg		R23:33	NA	NA	NA	NA			
S39:26	forjada	forjar	PastPart	NA		R23:34	проверенной	проверить	PerfPPP	NA			
S39:27	me perdí	perder	IndicPret	1sg		R23:35	вглядывался	вглядываться	ImpPast	SgM			
S39:28	sin lágrimas	NA	PP	NA		R23:36	плакали	плакать	ImpPast	Pl	не		
S39:29	engaños	NA	Noun	NA		R23:37	лгали	лгать	ImpPast	Pl	не		
S39:30	escuchándola	escuchar	PresPart	NA		R23:38	внимая	внимать	ImpGer	NA			
S39:31	hablar	hablar	Inf	Inf		R23:39	NA	NA	NA	NA			
S39:32	entendía	entender	IndicIpfct	3sg		R23:40	понять	понять	ImpInf	Inf			
S39:33	NA	NA	NA	NA		R23:41	был	быть	ImpPast	SgM			
S39:34	describía	describir	IndicIpfct	3sg		R23:42	описывала	описывать	ImpPast	SgF			
S39:35	había visto	ver	PrfctPast	3sg	nunca	R23:43	видела	видеть	ImpPast	SgF	не		
S39:36	NA	NA	NA	NA		R23:44	позавидовал	позавидовать	PerfPast	SgM		бы	
S39:37	NA	NA	NA	NA		R23:45	выписывающий	выписывать	ImpPresAP	NA			
S39:38	eran	ser	IndicIpfct	3pl		R23:46	говорила	говорить	ImpPast	SgF			
S39:39	explicó	explicar	IndicPret	3sg		R23:47	поведала	поведать	PerfPast	SgF			
S39:40	habían compartido	compartir	PrfctPast	3sg		R23:48	брали	брать	ImpPast	Pl			
S39:41	borrachín	NA	Noun	NA		R23:49	подвыпившего	подвыпить	PerfPastAP	NA			
S39:42	con ínfulas	NA	PP	NA		R23:50	строил	строить	ImpPast	SgM			
S39:43	alardeaba	alardear	IndicIpfct	3sg		R23:51	гордился	гордиться	ImpPast	SgM			
S39:44	poder	poder	Inf	Inf		R23:52	мог	мочь	ImpPast	SgM			
S39:45	recitar	recitar	Inf	Inf		R23:53	продекламировать	продекламировать	PerfInf	Inf			
S39:46	habían apodado	apodar	PrfctPast	3pl		R23:54	прозвали	прозвать	PerfPast	Pl			
S39:47	destilaba	destilar	IndicIpfct	3sg		R23:55	исходившего	исходить	ImpPastAP	NA			
S39:48	adobaba	adobar	IndicIpfct	3sg		R24:1	умащивал	умащивать	ImpPast	SgM			
S39:49	NA	NA	NA	NA		R24:2	был	быть	ImpPast	SgM	не		
S39:50	destacaba	destacar	IndicIpfct	3sg		R24:3	полагал	полагать	ImpPast	SgM			
S39:51	recibían	recibir	IndicIpfct	3pl		R24:4	получали	получать	ImpPast	Pl			
S39:52	eran	ser	IndicIpfct	3pl		R24:5	NA	NA	NA	NA			
S39:53	NA	NA	NA	NA		R24:6	способствующий	способствовать	ImpGer	NA			
S39:54	NA	NA	NA	NA		R24:7	излечивающий	излечивать	ImpGer	NA			
S39:55	era	ser	IndicIpfct	3sg		R24:8	обладал	обладать	ImpPast	SgM			
S39:56	viajaba	viajar	IndicIpfct	3sg		R24:9	наведываться	наведываться	ImpInf	Inf			
S39:57	enriquecer	enriquecer	Inf	Inf		R24:10	пополнить	пополнить	PerfInf	Inf			
S40:1	visitar	visitar	Inf	Inf		R24:11	пройтись	пройтись	PerfInf	Inf			
S40:2	se rumoreaba	rumorearse	IndicIpfct	3sg		R24:12	верить	верить	ImpInf	Inf			
S40:3	pasar	pasar	Inf	Inf		R24:13	провести	провести	PerfInf	Inf			
S40:4	había bautizado	bautizar	PrfctPast	3sg		R24:14	нарек	наречь	PerfPast	SgM			
S40:5	se llamaba	llamarse	IndicIpfct	3sg		R24:15	звалась	зваться	ImpPast	SgF			
S40:6	tenía	tener	IndicIpfct	3sg		R24:16	имела	иметь	ImpPast	SgF			
S40:7	solía	soler	IndicIpfct	3sg		R24:17	регулярно	NA	Adverb	NA			
S40:8	frecuentar	frecuentar	Inf	Inf		R24:18	посещал	посещать	ImpPast	SgM			
S40:9	fue	ser	IndicPret	3sg		R24:19	NA	NA	NA	NA			
S40:10	se tropezó	tropezarse	IndicPret	3sg		R24:20	наткнулся	наткнуться	PerfPast	SgM			
S40:11	abierto	abrir	PastPart	NA		R24:21	открытый	открыть	PerfPPP	NA			
S40:12	adquirió	adquirir	IndicPret	3sg		R24:22	купил	купить	PerfPast	SgM			
S40:13	resultaba	resultar	IndicIpfct	3sg		R24:23	заинтересовало	заинтересовать	PerfPast	SgN			
S40:14	acostumbraba	acostumbrar	IndicIpfct	3sg		R24:24	NA	NA	NA	NA			
S40:15	leer	leer	Inf	Inf		R24:25	NA	NA	NA	NA			
S40:16	NA	NA	NA	NA		R24:26	мешало	мешать	ImpPast	SgN			
S40:17	NA	NA	NA	NA		R24:27	иметь	иметь	ImpInf	Inf			
S40:18	llevaba	llevar	IndicIpfct	3sg		R24:28	называлась	называться	ImpPast	SgF			
S40:19	aparecía	aparecer	IndicIpfct	3sg		R24:29	было	быть	ImpPast	SgN			
S40:20	NA	NA	NA	NA		R24:30	помещено	поместить	PerfPPP	NA			
S40:21	según	NA	PP	NA		R24:31	судя	судить	ImpGer	NA			
S40:22	era	ser	IndicIpfct	3sg		R24:32	NA	NA	NA	NA			
S40:23	había nacido	nacer	PrfctPast	3sg		R24:33	родился	родиться	PerfPast	SgM		biaspectual	
S40:24	vivía	vivir	IndicIpfct	3sg		R24:34	проживал	проживать	ImpPast	SgM			
S40:25	escribía	escribir	IndicIpfct	3sg		R24:35	писал	писать	ImpPast	SgM			
S40:26	ejercía	ejercer	IndicIpfct	3sg		R24:36	зарабатывал	зарабатывать	ImpPast	SgM			
S40:27	proclamaba	proclamar	IndicIpfct	3sg		R24:37	гласил	гласить	ImpPast	SgM			
S40:28	era	ser	IndicIpfct	3sg		R24:38	zero copula	NA	zero copula	NA			
S40:29	NA	NA	NA	NA		R24:39	обладающего	обладать	ImpPresAP	NA			
S40:30	sin parangón	NA	PP	NA		R25:1	имеющим	иметь	ImpPresAP	NA	не		
S40:31	los vivos	NA	Adj	NA		R25:2	живущих	жить	ImpPresAP	NA			
S40:32	NA	NA	NA	NA		R25:3	следовавшее	следовать	ImpPastAP	NA			
S40:33	daba	dar	IndicIpfct	3sg		R25:4	содержало	содержать	ImpPast	SgN			
S40:33	entender	entender	Inf	Inf		R25:5	намек	NA	Noun	NA			
S40:34	contenía	contener	IndicIpfct	3sg		R25:6	лишено	NA	Adj	NA	не		
S40:35	era	ser	IndicIpfct	3sg		R25:7	был	быть	ImpPast	SgM			
S40:36	gustaba	gustar	IndicIpfct	3sg		R25:8	ценил	ценить	ImpPast	SgM			
S40:37	eran	ser	IndicIpfct	3sg		R25:9	NA	NA	NA	NA			
S40:38	relataba	relatar	IndicIpfct	3sg		R25:10	был посвящен	посвятить	PerfPPP	NA			
S40:39	asaltaba	asaltar	IndicIpfct	3sg		R25:11	грабил	грабить	ImpPast	SgM			
S40:40	robar	robar	Inf	Inf		R25:12	NA	NA	NA	NA			
S40:41	arrancaba	arrancar	IndicIpfct	3sg		R25:13	вырывал	вырывать	ImpPast	SgM			
S41:1	llevaba	llevar	IndicIpfct	3sg		R25:14	относил	относить	ImpPast	SgM			
S41:2	abandonado	abandonar	PastPart	NA		R25:15	заброшенную	забросить	PerfPPP	NA			
S41:3	irrumpir	irrumpir	Inf	Inf		R25:16	проник	проникнуть	PerfPast	SgM			
S41:4	NA	NA	NA	NA		R25:17	желая	желать	ImpGer	NA			
S41:5	diezmar	diezmar	Inf	Inf		R25:18	пополнить	пополнить	PerfInf	Inf			
S41:6	de un magnate	NA	PP	NA		R25:19	принадлежавший	принадлежать	ImpPastAP	NA			
S41:7	enriquecido	enriquecer	PastPart	NA		R25:20	нагревших	нагреть	PerfPastAP	NA			
S41:8	leída	leer	PastPart	NA		R25:21	образованная	образовать	PerfPPP	NA			
S41:9	se enamoraba	enamorarse	IndicIpfct	3sg		R25:22	воспылала	воспылать	PerfPast	SgF			
S41:10	avanzaba	avanzar	IndicIpfct	3sg		R25:23	развития	NA	Noun	NA			
S41:11	desentrañaba	desentrañar	IndicIpfct	3sg		R25:24	раскрыла	раскрыть	PerfPast	SgF			
S41:12	llevaba	llevar	IndicIpfct	3sg		R25:25	NA	NA	NA	NA			
S41:13	revelaba	revelar	IndicIpfct	3sg		R25:26	NA	NA	NA	NA			
S41:14	cegar	cegar	Inf	Inf		R25:27	потрошителя	NA	Noun	NA			
S41:15	descubría	descubrir	IndicIpfct	3sg		R25:28	узнала	узнать	PerfPast	SgF			
S41:16	se hundía	hundirse	IndicIpfct	3sg		R25:29	привело	привести	PerfPast	SgN			
S41:17	era	ser	IndicIpfct	3sg		R25:30	NA	NA	NA	NA			
S41:18	se enorgullecía	enorgullecerse	IndicIpfct	3sg		R25:31	гордившийся	гордиться	ImpPastAP	NA			
S41:19	poseer	poseer	Inf	Inf		R25:32	NA	NA	NA	NA			
S41:20	rechazando	rechazar	PresPart	NA		R25:33	возвращавших	возвращать	ImpPastAP	NA			
S41:21	enviaba	enviar	IndicIpfct	3sg		R25:34	забрасывал	забрасывать	ImpPast	SgM			
S41:22	identificó	identificar	IndicPret	3sg		R25:35	определил	определить	PerfPast	SgM			
S41:23	había publicado	publicar	PrfctPast	3sg		R25:36	выпустило	выпустить	PerfPast	SgN			
S41:24	NA	NA	NA	NA		R25:37	было	быть	ImpPast	SgN			
S41:25	contó	contar	IndicPret	3sg		R25:38	сообщил	сообщить	PerfPast	SgM			
S41:26	había salido	salir	PrfctPast	3sg		R25:39	вышел	выйти	PerfPast	SgM			
S41:27	había conseguido	conseguir	PrfctPast	3sg		R26:1	удостоился	удостоиться	PerfPast	SgM			
S41:28	NA	NA	NA	NA		R26:2	печатались	печататься	ImpPast	Pl			
S41:29	se habían despachado	despacharse	PrfctPast	3pl		R26:3	разделали	разделать	PerfPast	Pl			
S41:30	habían recomendado	recomendar	PrfctPast	3pl		R26:4	посоветовав	посоветовать	PerfGer	NA			
S41:31	novel	NA	Adj	NA		R26:5	начинающему	начинать	ImpPresAP	NA			
S41:32	dejase	dejar	SubjIpfct2	3sg	no	R26:6	оставлять	оставлять	ImpInf	Inf	не		
S41:33	estaba	estar	IndicIpfct	3sg		R26:7	NA	NA	NA	NA			
S41:34	iba a dar	dar	IrIndicImpfctFut	3sg	no	R26:8	сказать	сказать	PerfInf	Inf			
S41:35	se ablandaba	ablandarse	IndicIpfct	3sg		R26:9	вызывали	вызывать	ImpPast	Pl			
S41:36	perdidas	perder	PastPart	NA		R26:10	NA	NA	NA	NA			
S41:37	decidió	decidir	IndicPret	3sg		R26:11	NA	NA	NA	NA			
S41:38	invertir	invertir	Inf	Inf		R26:12	потратил	потратить	PerfPast	SgM			
S41:39	se llevó	llevarse	IndicPret	3sg		R26:13	прихватив	прихватить	PerfGer	NA			
S41:40	sentía	sentir	IndicIpfct	3sg		R26:14	считал	считать	ImpPast	SgM			
S42:1	iba	ir	IndicIpfct	3sg		R26:15	был	быть	ImpPast	SgM			
S42:2	NA	NA	NA	NA		R26:16	переполнен	перепонлить	PerfPPP	NA			
S42:3	tuvo	tener	IndicPret	3sg		R26:17	пришлось	прийтись	PerfPast	SgN			
S42:4	compartir	compartir	Inf	Inf		R26:18	делить	делить	ImpInf	Inf			
S42:5	dejaron	dejar	IndicPret	3pl		R26:19	осталась	остаться	PerfPast	SgF			
S42:6	cesaron	cesar	IndicPret	3pl	no	R26:20	принялись	приняться	PerfPast	Pl			
S42:7	lanzarle	lanzar	Inf	Inf		R26:21	бросать	бросать	ImpInf	Inf			
S42:8	de reprobación	NA	Noun	NA		R26:22	осуждающие	осуждать	ImpPresAP	NA			
S42:9	murmurando	murmurar	PresPart	NA		R26:23	перешептываться	перешептываться	ImpInf	Inf			
S42:10	ante semejante escrutinio	NA	PP	NA		R26:24	выдержав	выдержать	PerfGer	NA	не		
S42:11	optó	optar	IndicPret	3sg		R26:25	решил	решить	PerfPast	SgM			
S42:12	rescatar	rescatar	Inf	Inf		R26:26	достать	достать	PerfInf	Inf			
S42:13	parapetarse	parapetarse	Inf	Inf		R26:27	перелистать	перелистать	PerfInf	Inf			
S42:14	fue	ser	IndicPret	Inf		R26:28	было	быть	ImpPast	SgN			
S42:15	más tarde	NA	Adverb	NA		R26:29	проехав	проехать	PerfGer	NA			
S42:16	descubrió	descubrir	IndicPret	3sg		R26:30	обнаружил	обнаружить	PerfPast	SgM			
S42:17	había olvidado	olvidar	PrfctPast	3sg		R26:31	позабыл	позабыть	PerfPast	SgM			
S42:18	NA	NA	NA	NA		R26:32	слышит	слышать	ImpPres	3sg	не		
S42:19	NA	NA	NA	NA		R26:33	замечает	замечать	ImpPres	3sg	не		
S42:20	se deslizaba	deslizarse	IndicIpfct	3sg		R26:34	проскальзывал	прозскальзывать	ImpPast	3sg			
S42:21	leyó	leer	IndicPret	3sg		R26:35	читал	читать	ImpPast	3sg			
S42:22	ajeno	NA	Adverb	NA		R26:36	замечая	замечать	ImpGer	NA	не		
S42:23	en la niebla	NA	PP	NA		R26:37	окутанных	окутать	PerfPPP	NA			
S42:24	girando	girar	PresPart	NA		R26:38	перевернув	перевернуть	PerfGer	NA			
S42:25	descubrió	descubrir	IndicPret	3sg		R26:39	осознал	осознать	PerfPast	SgM			
S42:26	tenía	tener	IndicIpfct	3sg		R26:40	NA	NA	NA	NA			
S42:27	envenenado	envenenar	PastPart	NA		R26:41	наполнены	наполнить	PerfPPP	NA			
S42:28	llamó	llamar	IndicPret	3sg		R26:42	позвонил	позвонить	PerfPast	SgM			
S42:29	solicitar	solicitar	Inf	Inf		R26:43	разузнать	разузнать	PerfInf	Inf			
S42:30	respondió	responder	IndicPret	3sg		R26:44	сообщила	сообщить	PerfPast	SgF			
S42:31	tenía	tener	IndicIpfct	3sg	no	R26:45	располагает	располагать	ImpPres	3sg	не		
S42:32	estaba	estar	IndicIpfct	3sg	no	R27:1	имеет	иметь	ImpPres	3sg	не		
S42:33	había vendido	vender	PrfctPast	3sg		R27:2	было распродано	распродать	PerfPPP	NA			
S42:34	adquiridos	adquirir	PastPart	NA		R27:3	приобрели	приобрести	PerfPast	Pl			
S42:35	desgranaba	desgranar	IndicIpfct	3sg		R27:4	тарабанил	тарабанить	ImpPast	SgM			
S42:36	habían sido	ser	PrfctPast	3pl		R27:5	была	быть	ImpPast	SgF			
S42:37	devueltos	devolver	PastPart	NA		R27:6	возвращена	возвратить	PerfPPP	NA			
S42:38	transformados	transformar	PastPart	NA		R27:7	пущена	пустить	PerfPPP	NA			
S42:39	imprimir	imprimir	Inf	Inf		R27:8	для требников	NA	PP	NA			
S42:40	acabó	acabar	IndicPret	3sg		R27:9	окончательно	NA	Adverb	NA			
S42:41	conquistar	conquistar	Inf	Inf		R27:10	растопила	растопить	PerfPast	SgF			
S42:42	visitas	NA	Noun	NA		R27:11	приезжая	приезжать	ImpGer	NA			
S42:43	recorrería	recorrer	IndicCond	3sg		R27:12	обходил	обходить	ImpPast	SgM			
S43:1	encontró	encontrar	IndicPret	3sg	nunca	R27:13	нашел	найти	PerfPast	SgM			
S43:2	había oído	oír	PrfctPast	3sg	nadie	R27:14	слышал	слышать	ImpPast	SgM	не		
S43:3	hablar	hablar	Inf	Inf		R27:15	NA	NA	NA	NA			
S43:4	sonaba	sonar	IndicIpfct	3sg		R27:16	припоминали	припомниать	ImpPast	Pl			
S43:5	sabían	saber	IndicIpfct	3pl		R27:17	были	быть	ImpPast	Pl			
S43:6	habían	haber	IndicIpfct	3pl		R27:18	находились	находиться	ImpPast	Pl			
S43:7	afirmaba	afirmar	IndicIpfct	3sg		R27:19	утверждал	утверждать	ImpPast	SgM			
S43:8	había publicado	publicar	PrfctPast	3sg		R27:20	опубликовал	опубликовать	PerfPast	SgM			
S43:9	existían	existar	IndicIpfct	3pl		R27:21	существовали	существовать	ImpPast	Pl			
S43:10	eran	ser	IndicIpfct	3pl		R27:22	было	быть	ImpPast	SgN	не		
S43:11	encontrar	encontrar	Inf	Inf		R27:23	отыскать	отыскать	PerfInf	Inf			
S43:12	afirmó	afirmar	IndicPret	3sg		R27:24	припомнил	припомнить	PerfPast	SgM			
S43:14	haber tenido	tener	PrfctInf	NA		R27:26	держал	держать	ImpPast	SgM			
S43:15	llamada	llamar	PastPart	NA		R27:27	назывался	называться	ImpPast	SgM			
S43:16	hacía	hacer	IndicIpfct	3sg		R27:28	прошло	пройти	PerfPast	SgN			
S43:17	estaba	estar	IndicIpfct	3sg	no	R27:29	может	мочь	ImpPres	3sg			
S43:18	NA	NA	NA	NA		R27:30	утверждать	утверждать	ImpInf	Inf			
S43:19	llegaron	llegar	IndicPret	3pl		R27:31	дошли	дойти	PerfPast	Pl			
S43:20	había sido	ser	PrfctPast	3sg		R27:32	NA	NA	NA	NA			
S43:21	publicada	publicar	PastPart	NA		R27:33	выпустило	выустить	PerfPast	SgN			
S43:22	escribió	escribir	IndicPret	3sg		R27:34	послал	послать	PerfPast	SgM			
S43:23	NA	NA	NA	NA		R27:35	надеясь	надеяться	ImpGer	NA			
S43:24	adquirir	adquirir	Inf	Inf		R27:36	приобрести	приобрести	PerfInf	NA			
S43:25	recibió	recibir	IndicPret	3sg	nunca	R27:37	дождался	дождаться	PerfPast	SgM	не		
S43:26	NA	NA	NA	NA		R27:38	торговавший	торговать	ImpPastAP	NA			
S43:27	preguntó	preguntar	IndicPret	3sg		R27:39	спросил	спросить	PerfPast	SgM			
S43:28	seguía	seguir	IndicIpfct	3sg		R27:40	все еще	NA	Adverb	NA			
S43:29	interesado	interesar	PastPart	NA		R27:41	интересуется	интересоваться	ImpPres	3sg			
S43:30	afirmó	afirmar	IndicPret	3sg		R27:42	ответил	ответить	PerfPast	SgM			
S43:31	se rendía	rendirse	IndicIpfct	3sg	nunca	R27:43	сдаваться	сдаваться	ImpInf	Inf	не		
S43:32	era	ser	IndicIpfct	3sg		R27:44	был	быть	ImpInf	SgM			
S43:33	se empeñaba	empeñarse	IndicIpfct	3sg		R27:45	сговорился	сговоритъся	PerfPast	SgM			
S43:34	enterrar	enterrar	Inf	Inf		R27:46	предать	предать	PerfInf	Inf			
S43:35	daba	dar	IndicIpfct	3sg		R27:47	NA	NA	NA	NA			
S43:36	pasar	pasar	Inf	Inf		R27:48	сложит	сложить	PerfFut	3sg			
S43:37	explicó	explicar	IndicPret	3sg		R27:49	рассказал	рассказать	PerfPast	SgM			
S43:38	había circulado	circular	PrfctPast	3sg		R27:50	поползли	поползти	PerfPast	Pl			
S43:39	parecía	parecer	IndicIpfct	3sg		R27:51	было	быть	ImpPast	SgN			
S43:40	había cambiado	cambiar	PrfctPast	3pl		R28:1	пошли	пойти	PerfPast	Pl			
S43:41	iba	ir	IndicIpfct	3sg		R28:2	собирался	собираться	ImpPast	SgM			
S43:42	contraer	contraer	Inf	Inf		R28:3	вступить	вступить	PerfInf	Inf			
S43:43	había publicado	publicar	PrfctPast	3sg		R28:4	опубликовал	опубликовать	PerfPast	SgM			
S43:44	había recibido	recibir	PrfctPast	3sg		R28:5	удостоился	удостоиться	PerfPast	SgM			
S43:45	parecía	parecer	IndicIpfct	3sg		R28:6	казалось	казаться	ImpPast	SgN			
S43:46	iban a cambiar	cambiar	IrIndicImpfctFut	3pl		R28:7	проявила	проявить	PerfPast	SgF			
S43:47	se había visto	ver	PrfctPast	3sg		R28:8	NA	NA	NA	NA			
S43:48	complicado	complicar	PastPart	NA		R28:9	ввязался	ввязаться	PerfPast	SgM			
S43:49	rodearon	rodear	IndicPret	3pl		R28:10	сопутствующие	сопутствовать	ImpPresAP	NA			
S43:50	estaban	estar	IndicIpfct	3pl	no	R28:11	оставались	оставаться	ImpPast	Pl			
S43:51	se sabía	saberse	IndicIpfct	3sg		R28:12	известно	NA	Adverb	NA			
S43:52	era	ser	IndicIpfct	3sg		R28:13	NA	NA	NA	NA			
S43:53	NA	NA	NA	NA		R28:14	стало	стать	PerfPast	SgN			
S43:54	había tenido	tener	PrfctPast	3sg		R28:15	состоялся	состояться	PerfPast	SgM			
S43:55	tenía	tener	IndicIpfct	3sg		R28:16	была	быть	ImpPast	SgF			
S43:56	NA	NA	NA	NA		R28:17	назначена	назначить	PerfPPP	NA			
S43:57	contraer	contraer	Inf	Inf		R28:18	NA	NA	NA	NA			
S43:58	se presentó	presentarse	IndicPret	3sg	nunca	R28:19	появился	появиться	PerfPast	SgM	не		
S43:59	había	haber	IndicIpfct	3sg		R28:20	болтали	болтать	ImpPast	Pl			
S43:60	hacían	hacer	IndicIpfct	3pl		R28:21	NA	NA	NA	NA			
S43:61	muerto	NA	Adj	NA		R28:22	был убит	убить	PerfPPP	NA			
S43:62	abandonado	abandonar	PastPart	NA		R28:23	осталось	остаться	PerfPast	SgN			
S43:63	NA	NA	NA	NA		R28:24	лежать	лежать	ImpInf	Inf			
S44:1	preferían	preferir	IndicIpfct	3pl		R28:25	предпочитали	предпочитать	ImpPast	Pl			
S44:2	creer	creer	Inf	Inf		R28:26	думать	думать	ImpInf	Inf			
S44:3	NA	NA	NA	NA		R28:27	оказался	оказаться	PerfPast	SgM			
S44:4	complicado	complicar	PastPart	NA		R28:28	замешанным	замешать	PerfPPP	NA			
S44:5	había tenido	tener	PrfctPast	3sg		R28:29	был вынужден	вынудить	PerfPPP	NA			
S44:6	abandonar	abandonar	Inf	Inf		R28:30	оставить	оставить	PerfInf	Inf			
S44:7	huir	huir	Inf	Inf		R28:31	бежать	бежать	ImpInf	Inf			
S44:8	regresar	regresar	Inf	Inf		R28:32	в Барселону	NA	PP	NA			
S44:9	fue	ser	IndicPret	3sg	nunca	R28:33	NA	NA	NA	NA			
S44:10	encontrada	encontrar	PastPart	NA		R28:34	нашли	найти	PerfPast	Pl	не		
S44:11	había circulado	circular	PrfctPast	3sg		R28:35	родилась	родиться	PerfPast	SgF			
S44:12	perseguido	perseguir	PastPart	NA		R28:36	гонимый	гонять	ImpPresPP	NA			
S44:13	había muerto	morir	PrfctPast	3sg		R28:37	умер	умереть	PerfPast	SgM			
S44:14	tocaba	tocar	IndicIpfct	3sg		R28:38	играл	играть	ImpPast	SgM			
S44:15	habían hecho	hacer	PrfctPast	3pl		R28:39	скинулись	скинуться	PerfPast	Pl			
S44:16	pagarle	pagar	Inf	Inf		R28:40	NA	NA	NA	NA			
S44:17	entierro	NA	Noun	NA		R28:41	похоронить	похоронить	PerfInf	Inf			
S44:18	llegó	llegar	IndicPret	3sg		R28:42	дошел	дойти	PerfPast	SgM			
S44:19	había sido	ser	PrfctPast	3sg		R28:43	было	быть	ImpPast	SgN			
S44:20	enterrado	enterrar	PastPart	NA		R28:44	погребено	погрести	PerfPPP	NA			
S44:21	aparecían	aparecer	IndicIpfct	3pl		R28:45	выбрасывало	выбрасывать	ImpPast	SgN			
S44:22	flotando	flotar	PresPart	NA		R28:46	NA	NA	NA	NA			
S44:23	morían	morir	IndicIpfct	3pl		R28:47	замерз	замерзнуть	PerfPast	SgM			
S44:24	fuese	ser	SubjIpfct2	3sg		R28:48	NA	NA	NA	NA			
S44:25	llevar	llevar	Inf	Inf		R28:49	NA	NA	NA	NA			
S44:26	olvidó	olvidar	IndicPret	3sg	no	R28:50	забыл	забыть	PerfPast	SgM	не		
S44:28	haber descubierto	descubrir	PrfctInf	NA		R28:52	открыл	открыть	PerfPast	SgM			
S44:29	decidió	decidir	IndicPret	3sg		R28:53	решил	решить	PerfPast	SgM			
S44:30	prestar	prestar	Inf	Inf		R28:54	дать	дать	PerfInf	Inf			
S44:31	con la esperanza	NA	PP	NA		R28:55	надеясь	надеяться	ImpGer	NA			
S44:32	animase	animar	SubjIpfct2	3sg		R28:56	привьет	привить	PerfFut	3sg			
S44:33	adquirir	adquirir	Inf	Inf		R28:57	NA	NA	NA	NA			
S44:34	eran	ser	IndicIpfct	3pl		R28:58	было	быть	ImpPast	SgN			
S44:35	ardiendo	arder	PresPart	NA		R28:59	играли	играть	ImpPast	Pl			
S44:36	guiñándoles	guiñar	PresPart	NA		R28:60	заглядывал	заглядывать	ImpPast	SgM			
S44:37	habían demostrado	demostrar	PrfctPast	3pl		R28:61	оставались	оставаться	ImpPast	Pl			
S44:38	ser	ser	Inf	Inf		R28:62	NA	NA	NA	NA			
S44:39	temiendo	temer	PresPart	NA		R29:1	опасаясь	опасаться	ImpGer	NA			
S44:40	fuese	ser	SubjIpfct2	3sg		R29:2	быть	быть	ImpInf	Inf			
S44:41	rescindido	rescindir	PastPart	NA		R29:3	изгнанным	изгнать	PerfPPP	NA			
S44:42	descubrir	descubrir	Inf	Inf		R29:4	обнаружит	обнаружить	PerfFut	3sg			
S44:43	estaban formando	formar	ProgIpfct	3pl		R29:5	добился	добиться	PerfPast	SgM	не		
S44:44	optó	optar	IndicPret	3sg		R29:6	отважился	отважиться	PerfPast	SgM			
S44:45	pasarles	pasar	Inf	Inf		R29:7	предложить	предложить	PerfInf	Inf			
S44:46	con el pretexto	NA	PP	NA		R29:8	выдав	выдать	PerfGer	NA			
S44:47	era	ser	IndicIpfct	3sg		R29:9	NA	NA	NA	NA			
S44:48	hacían	hacer	IndicIpfct	3pl		R29:10	заставляющую	заставлять	ImpPresAP	NA			
S44:49	llorar	llorar	Inf	Inf		R29:11	плакать	плакать	ImpInf	Inf			
S44:50	era	ser	IndicIpfct	3sg		R29:12	была	быть	ImpPast	SgF			
S44:51	NA	NA	NA	NA		R29:13	прочитанных	прочитать	PerfPPP	NA			
S45:1	me había sentido	sentir	PrfctPast	1sg	jamás	R29:14	был	быть	ImpPast	SgM	не		
S45:2	atrapada	atrapar	PastPart	NA		R29:15	интригующим	интриговать	ImpPresAP	NA			
S45:3	seducida	seducir	PastPart	NA		R29:16	захватывающим	захватывать	ImpPresAP	NA			
S45:4	envuelta	envolver	PastPart	NA		R29:17	обольстительным	NA	Adj	NA			
S45:5	narraba	narrar	IndicIpfct	3sg		R29:18	NA	NA	NA	NA			
S45:6	explicó	explicar	IndicPret	3sg		R29:19	продолжила	продолжить	PerfPast	SgF			
S45:7	eran	ser	IndicIpfct	3pl		R29:20	было	быть	ImpPast	SgN			
S45:8	pagar	pagar	Inf	Inf		R29:21	платить	платить	ImpInf	Inf			
S45:9	saber	saber	Inf	Inf	sin	R29:22	неизвестно	NA	Adverb	NA			
S45:10	conocía	conocer	IndicIpfct	1sg	no	R29:23	умела	уметь	ImpPast	SgF	не		
S45:11	el placer	NA	Noun	NA		R29:24	получать	получать	ImpInf	Inf			
S45:12	leer	leer	Inf	Inf		R29:25	от текста	NA	PP	NA			
S45:13	explorar	explorar	Inf	Inf		R29:26	от открытий	NA	PP	NA			
S45:14	se abren	abrirse	IndicPres	3pl		R29:27	происходящих	происходить	ImpPresAP	NA			
S45:15	abandonarse	abandonarse	Inf	Inf		R29:28	от свободного полета	NA	PP	NA			
S45:16	nació	nacer	IndicPret	3sg		R29:29	открыла	открыть	PerfPast	SgF			
S45:17	has besado	besar	PrfctPres 	2sg		R29:30	целовался	целоваться	ImpPast	SgM			
